,emoji,labeled,review,title
1026,0.0,True,"according to grant, a business organization is well served by finding and developing givers (sharers), whose collaborative work with other givers often returns far more than the work of takers or matchers.grant also points out an important fault of givers: statistically, givers are also more likely to be low achievers or failures, if they become “doormats.”  grant has some valuable tips for doormats to recognize takers, and extract themselves from “no sum” or “negative sum” relationships.i listened to “give and take” on the heels of sheryl sandberg’s 2013 “lean in: women, work and the will to lead”   i wondered until halfway through the book if grant was even considering women in the workplace",Give and Take
1028,0.0,True,i realized when reading the story of one of the ceos highlighted here--whom i personally worked with as he was ascending--that the work done to prepare this valuable advice was learned in the trenches,The CEO Next Door
1044,6.0,True,i enjoyed the history as well,The 48 Laws of Power
1049,5.0,True,"i think the biggest failing of this book is that, what could have been an interesting story gets lost in jargon that the author either doesn't even try to define, or defines poorly",Chaos Monkeys
1060,6.0,True,this book was so short yet so great!put it on three times speed and devour this book as quickly as possible,Managing Oneself
1061,6.0,True,don't miss it,Managing Oneself
1063,0.0,True,"i've heard of peter drucker, this was my first actual encounter",Managing Oneself
1066,0.0,True,very detailed info with real life personal examples,The Book on Managing Rental Properties
1079,0.0,True,great for someone that is new to everything,"Social Media Marketing: Facebook Marketing, Youtube Marketing, Instagram Marketing"
1081,6.0,True,"job well done, can't wait for this book",Angel
1083,6.0,True,jason is a great narrator and interviewer that lets the conversation flow,Angel
1088,0.0,True,if your business is no digital you can't apply the leasons taught in this book,Hacking Growth
1094,6.0,True,this book is fantastic and life-changing,New Sales. Simplified.
1117,6.0,True,love it,Extraordinary Leadership
1147,6.0,True,great book to listen to,Black Edge
1152,2.0,True,i noticed that this book has been greatly politicized,Capital in the Twenty-First Century
1172,0.0,True,"if you're looking here for the ""magic book"" that will teach you how to be attractive to the opposite sex then you have found it, or at least one of them (there are many more) but be warned",The Art of Seduction
1234,0.0,True,lots of practical examples,Ice Breakers! How To Get Any Prospect To Beg You For A Presentation
1237,5.0,True,"had i bought this book first, i would never buy a big al book again",Ice Breakers! How To Get Any Prospect To Beg You For A Presentation
1249,0.0,True,"but if you've never read the original e-myth, you really need to and this book seems a good substitute for real estate investors",E-Myth Real Estate Investor
1253,0.0,True,same stories from gerber,E-Myth Real Estate Investor
1260,0.0,True,his analysis fits well with the turbulence that we observe in today's world and gives grave warnings that the pressures are building - not receding,The Road to Ruin
1274,0.0,True,if you purchase this you will find your self on-line trying to find the details needed to make this learning complete,The Fifth Discipline
1276,5.0,True,so much for trying to follow along with the printed copy,The Fifth Discipline
1280,0.0,True,mr,The 21 Irrefutable Laws of Leadership
1285,0.0,True,dr,The Power of the Other
1287,2.0,True,this is an unbelievably insightful book,The Power of the Other
1296,0.0,True,and some things i jeard on this audiobook were very usefull,Raise the Bar
1320,0.0,True,"well told, but only recommend listening if you have read or plan to read the actual book",Barbarians at the Gate
1321,0.0,True,i have read the full book at least three times,Barbarians at the Gate
1327,0.0,True,this book comes with a variety of tips and strategies that i find useful and effective to complete,Stock Market Investing for Beginners: 3 Books in 1
1333,5.0,True,however...there are large sections missing thirds the end and one area that is randomly repeated that made things very confusing,Leadership and Self-Deception
1340,6.0,True,will relisten soon,Will It Fly? How to Test Your Next Business Idea So You Don't Waste Your Time and Money
1341,0.0,True,"i was hoping to be entertained, but not expecting more",A Dirty Job
1342,1.0,True,"fisher stevens' narration was hysterical, too",A Dirty Job
1343,0.0,True,i had not heard of christopher moore before listening to this book,A Dirty Job
1344,6.0,True,"loved, loved listening to this",A Dirty Job
1345,1.0,True,he's hilarious,A Dirty Job
1346,1.0,True,this guy must be a real kick at happy hour,A Dirty Job
1347,1.0,True,pure fun,A Dirty Job
1348,0.0,True,moore!,A Dirty Job
1350,1.0,True,"and no cliches, no used jokes, no good ol' boy humor, just really funny original crazy-inventive comic writing that had me laughing out loud, which is rare",A Dirty Job
1351,1.0,True,they do that when you bust out laughing seemingly for no reason every couple of minutes,A Dirty Job
1352,0.0,True,a little dignity please,A Dirty Job
1353,1.0,True,don't listen to this on an ipod in public because people are going to think you're a nut,A Dirty Job
1354,0.0,True,(i wouldn't drink any milk either),A Dirty Job
1355,1.0,True,this is absolutely one of the funniest books i have ever read or listened to,A Dirty Job
1357,1.0,True,"i don't even know how many times i've listened to this book in the few months since i downloaded it, but i still laugh every time",A Dirty Job
1358,6.0,True,"the story manages to be heartwarming and edgy at the same time, and the narrator puts in an amazing performance",A Dirty Job
1359,0.0,True,this author is a more mature writer,A Dirty Job
1360,6.0,True,i enjoyed the whole experience and would happily recommend you get this one,A Dirty Job
1362,1.0,True,"if you have ever been a fan of piers anthony, you will surely enjoy this romp through the macabre",A Dirty Job
1363,6.0,True,this book was well written and really well read,A Dirty Job
1364,1.0,True,it is not often the reader will get me to laugh out loud – ( i wonder what the other drivers on the road with me were thinking?) - this is an interesting and silly take on death and the transition of the human soul,A Dirty Job
1365,0.0,True,is the narrator fisher stevens – the actor,A Dirty Job
1366,0.0,True,there are a few words the kids can wait to learn – at least until after your mother-in-law comes to visit,A Dirty Job
1367,1.0,True,it would make perfect sense – this book is so much fun - and the read was a big factor,A Dirty Job
1368,2.0,True,"please note: this book not intended for anyone but an adult audience, so be sure you are not sharing with the kids",A Dirty Job
1369,2.0,True,the narration was great and added color and dimensions to the novel,A Dirty Job
1370,1.0,True,"the formula for this novel is rather simple - take an average,somewhat neurotic but very likable guy, throw him into a boiling world of mythical underworld creatures, ad a dash of spirituality, half of cup of sex jokes and pour humor generously and when almost done sprinkle with some armageddon -- and you have yourself a delicious and hilarious book dirty job is for people who love hitchhiker guide to the galaxy, good omens, agent to the stars and discworld series",A Dirty Job
1371,0.0,True,his tone and inflection were spot-on for these characters,A Dirty Job
1372,6.0,True,fisher stevens does an outstanding job,A Dirty Job
1374,1.0,True,"awesome story of a beta male who becomes a death merchant, (collector of souls) funny to the last page",A Dirty Job
1375,0.0,True,"people you could go have a beer with, or talk about shreiking ancient sewer dwelling goddesses over a latte with",A Dirty Job
1376,6.0,True,"he never slows down so much that you lose interest, or speeds up so much that you're left scratching your head, saying, ""wha...?""so what i'm trying to say is, if you already like cm, this is one of his many great books",A Dirty Job
1377,0.0,True,"and if you've never read a cm book before, this is a good place to start",A Dirty Job
1378,2.0,True,"this book is clever and preposterous, but not totally unbelievable",A Dirty Job
1379,0.0,True,how can i say that a book about death coming to earth is believable,A Dirty Job
1380,1.0,True,"he takes the craziest stuff (i mean really crazy, like i must have been high when i thought this up kind of crazy) and makes you think that it's all possible",A Dirty Job
1381,6.0,True,"i have never been let down by a christopher moore book, and this is no exception",A Dirty Job
1382,0.0,True,he does this by developing the characters into people that you like,A Dirty Job
1383,6.0,True,you'll also like it,A Dirty Job
1384,0.0,True,"well, that's just what christopher moore does",A Dirty Job
1385,0.0,True,they're all such great characters and fisher stevens brought live to all of them,A Dirty Job
1386,6.0,True,it was one of the best audio books i've ever listened to,A Dirty Job
1387,0.0,True,the previous reviewer must not have been a beta male,A Dirty Job
1388,0.0,True,alpha males are so full of themselves they'd not recognize brilliant humor if they were hit in the back of the brain stem with it,A Dirty Job
1389,0.0,True,"especially the ""sewer harpies.""  his voices for those underworld misfits really captured the essence of who and what they are: ""guns suck, i can tell you that!"" so, if you're a beta male or a woman who just feels pity for beta males and goes out with them, only to find they are such terrific guys after all, then this book is for you",A Dirty Job
1390,0.0,True,"i'll miss ray and lilly and charlie and sophie, now that they won't be part of my daily drives",A Dirty Job
1391,6.0,True,i was actually disappointed when i was on the last cd to know it was coming to an end soon,A Dirty Job
1393,0.0,True,i only hope that tony roberts narrates the stupidest angel with such a flair for the characters and the brilliant comic talents of christopher moore,A Dirty Job
1394,6.0,True,this was my first experience with a christopher moore novel and i can't wait to listen to the next one,A Dirty Job
1395,1.0,True,i loved the sewer witches (scary and funny),A Dirty Job
1396,0.0,True,i have yet to be disappointed,A Dirty Job
1397,1.0,True,the russian baby sitting grandmother who says everything is like bear is hilarious,A Dirty Job
1398,0.0,True,"the ex cop who keeps searching the web for true love, usually women from foreign countries",A Dirty Job
1399,6.0,True,this is my fifth book by christopher moore and i love it,A Dirty Job
1400,0.0,True,"a character from his vampire series makes a cameo appearance.the narrator is great and this, like all of moore's book is meant to be read out loud.can i get another f@@@ing pint over here before i dry up and blow away, lass",A Dirty Job
1401,1.0,True,his books are great because they are filled with the funniest wild and crazy characters who  face the most off the wall situations,A Dirty Job
1402,0.0,True,the goth assistant who really wants something tragic to happen to her,A Dirty Job
1403,0.0,True,"f@@@ puppetsbefore you take a dirt nap, you need to get this book",A Dirty Job
1404,0.0,True,"really, no moopoo, this is a funny, funny book about a beta male, become death merchant",A Dirty Job
1405,5.0,True,"it just wasn't for me, i think",A Dirty Job
1406,1.0,True,it did have some genuinely funny moments,A Dirty Job
1407,1.0,True,the humor comes at you a lot faster than the other moore book i picked up and read first -- practical demonkeeping.it's also full of cringe,A Dirty Job
1408,5.0,True,"it's a little, er, uncomfortably racist",A Dirty Job
1409,5.0,True,it's a little predictable,A Dirty Job
1410,5.0,True,"i found him kind of grating, though.i admit i'm a little curious as to where this might go afterward, but i'm not sure i'm curious enough to wince my way through another book like this",A Dirty Job
1411,5.0,True,"(i'm not a big ol' sjw or anything, but ok, we get it, running joke about the old chinese woman taking and eating the dead pets...old russian woman saying everything ""like bear..."")  i did like some of the secondary characters",A Dirty Job
1412,0.0,True,minty was decent.the romantic subplot sort of made me roll my eyes.the narrator...was probably appropriate for the book,A Dirty Job
1413,0.0,True,i am really divided on this book.it's such a cute concept on the face of it,A Dirty Job
1415,1.0,True,there are parts that are laugh-out-loud,Surprise Me
1416,6.0,True,"while some of sophie kinsella's books are more treasured than others, they are all - in my opinion - wonderful",Surprise Me
1417,0.0,True,"the qualification, of course, is that the listener or reader must enjoy light, funny and fluffy stories",Surprise Me
1418,0.0,True,"balanced by real, down-to-earth situations",Surprise Me
1419,6.0,True,the only thing that got me to put the book aside was that i didn't want to finish it too quickly,Surprise Me
1421,0.0,True,"if you do, this is the book for you",Surprise Me
1422,6.0,True,"i am so sad when one of her books is ""over"" because i know i'll have to wait a couple of years for another",Surprise Me
1423,1.0,True,the initial premise is hilarious,Surprise Me
1424,0.0,True,serious storyline than her other books,Surprise Me
1425,0.0,True,this author usually cracks me up,Surprise Me
1426,1.0,True,this bok is funny as well but has a more,Surprise Me
1428,0.0,True,worth the read,Surprise Me
1430,5.0,True,this is the first time kinsella disappoints me,Surprise Me
1431,5.0,True,sure not all of her work is 5 star fun but this one really flopped for me,Surprise Me
1432,5.0,True,the main character is annoying and i could see the big plot twist coming a mile away,Surprise Me
1433,5.0,True,i expected a little more from kinsella,Surprise Me
1434,5.0,True,a little disappointed,Surprise Me
1435,5.0,True,very weak story line and very predictable,Surprise Me
1436,6.0,True,anyone who has been married or even in a relationship will enjoy this story,Surprise Me
1437,0.0,True,charming backdrop of london,Surprise Me
1439,0.0,True,fully developed characters that are quirky and relatable,Surprise Me
1440,0.0,True,exactly what i needed and didn’t even know it,Surprise Me
1441,6.0,True,the narrator was wonderful,Surprise Me
1443,2.0,True,it made you think...which i just love,Surprise Me
1444,6.0,True,this is different from sophie kinsella’s other books but in a good way,Surprise Me
1445,0.0,True,i love her other books but this one had a much deeper story and slightly older characters,Surprise Me
1446,5.0,True,only my deep love for most of her other books kept me going,Surprise Me
1448,5.0,True,sort of heartbroken - this is a rare miss for sophie kinsella - the characters were thoroughly unlikeable (especially sylvie) and i was not really keen on finishing the book,Surprise Me
1449,0.0,True,i like that sylvie grew up in the end and i like the idea of poking your life 'with a stick' but too little too late to redeem the book,Surprise Me
1450,0.0,True,the narrator was good and did a great job with the voices - the way she made those two spoiled rotten little girls sound kept making me think of veruca salt - it set my teeth on edge,Surprise Me
1451,5.0,True,this one just didn’t grab my interest,Surprise Me
1452,5.0,True,"it’s been a while since i’ve listened to a sophie kinsella book, but i’ve loved them in the past",Surprise Me
1453,5.0,True,i couldn’t related,Surprise Me
1454,5.0,True,i found it very dry and uninteresting,Surprise Me
1455,0.0,True,the main characters were upset that they would have a long marriage,Surprise Me
1457,5.0,True,the storyline was petty and actually pretty annoying,Surprise Me
1458,5.0,True,"after giving it a good sporting chance, i’m returning it",Surprise Me
1459,0.0,True,i pretty much love all sophie kinsellas books,Surprise Me
1460,0.0,True,"i normally do get frustrated with the main character by the end, just want to yell just communicate",Surprise Me
1461,0.0,True,always an easy listen and this was no different,Surprise Me
1462,0.0,True,but the main character was definitely more even and steady,Surprise Me
1464,0.0,True,the ending is pure king,Pet Sematary
1465,4.0,True,you won't sleep soundly again,Pet Sematary
1466,4.0,True,the story of a person also coming back is just as frightening,Pet Sematary
1467,0.0,True,"finally i can hear this book from audible, and not just my library for the blind",Pet Sematary
1469,4.0,True,"i had pets growing up, and the thought of them never dying was great, but when i heard this novel, i was frightened enough to agree with the quote that is brought up in the novel ""sometimes death is better."" you will see what i mean when you note that the cat comes back in the novel",Pet Sematary
1470,4.0,True,this has got to be the scariest novel from king i have ever listened to,Pet Sematary
1471,6.0,True,gore to the max,Pet Sematary
1472,4.0,True,do not listen to this novel at night,Pet Sematary
1473,6.0,True,the wendigo creature was one of the most intriguing parts of the book wish that it was mentioned more often,Pet Sematary
1474,6.0,True,this book beats the hell out of the movie,Pet Sematary
1475,6.0,True,stephen king truly outdid himself with this one,Pet Sematary
1476,6.0,True,overall it's a very good read from start to finish,Pet Sematary
1478,6.0,True,i couldn’t get the story out of my head,Pet Sematary
1479,6.0,True,"plus, micheal c hall is an amazing narrator",Pet Sematary
1480,0.0,True,"i wish i had more friends who’ve read this book, because it’s all i can talk about now",Pet Sematary
1481,6.0,True,"this is my first stephen king book, and i have to say i’ve been missing out",Pet Sematary
1482,0.0,True,the way he gets you invested in the characters and the subtle details in this novel kept me on the edge of my seat,Pet Sematary
1483,0.0,True,"forget morgan freeman narrating peoples lives, i want michael c hall to narrate everything ever written",Pet Sematary
1484,0.0,True,he had a way of bringing every character to life and making them all so memorable,Pet Sematary
1485,0.0,True,it only took me two days to listen to all of it,Pet Sematary
1486,6.0,True,it’s a classic,Pet Sematary
1487,6.0,True,great buy,Pet Sematary
1488,6.0,True,made even better by hall who’s narration is great,Pet Sematary
1489,0.0,True,at first i was impressed by the ability to differentiate between the characters,Pet Sematary
1490,0.0,True,after a few hours i knew which character was speaking by the voice and that goes a long way to sell the story,Pet Sematary
1491,6.0,True,i can not put it down,Pet Sematary
1493,6.0,True,i will listen to this one again and again,Pet Sematary
1494,0.0,True,"you know what is going to happen rather early on in the story, but you just can't believe that he is really going to go there",Pet Sematary
1495,0.0,True,"i mean, really?",Pet Sematary
1496,0.0,True,heebie jeebies times 100.the best thing about my experience with this story this time around was the narration of michael c hall,Pet Sematary
1497,6.0,True,this is a fantastic book,Pet Sematary
1498,4.0,True,the concepts that are dealt with in this book are beyond nightmares,Pet Sematary
1499,6.0,True,"this book fit his talents perfectly, and left me wanting more from him",Pet Sematary
1500,6.0,True,wow..,Pet Sematary
1501,0.0,True,"many of king's books have had a significant amount of impact on me, but this one....this one is on a whole other level",Pet Sematary
1502,6.0,True,he was fantastic!,Pet Sematary
1503,0.0,True,"i know that he had a thriving tv career with dexter, and i'm sure he has come across other ways to earn a living since then, and probably never needs to work another day in his life, but he is a masterful narrator",Pet Sematary
1504,6.0,True,highly recommend,Pet Sematary
1505,0.0,True,"to be honest, i don’t know that i would have enjoyed it as my ch with any other narrator",Pet Sematary
1506,6.0,True,michael c hall was phenomenal,Pet Sematary
1507,6.0,True,definitely one of the two best narrations i have heard on audible (the other being 11/22/63),Pet Sematary
1508,0.0,True,"i had never read this story, but love stephen king",Pet Sematary
1509,6.0,True,"i love him as an actor, but he outdid himself with this performance",Pet Sematary
1511,4.0,True,king's best when it comes to true horror,Pet Sematary
1512,4.0,True,"in fact, most horror novels are not scary to me",Pet Sematary
1513,0.0,True,"i think he may have enjoyed the film too.anyway, i suggest that if you are curious enough to read this review then you should just take the dice and get it",Pet Sematary
1514,0.0,True,most of mr,Pet Sematary
1515,0.0,True,pet sematary is full of rich characters (a stephen king trademark) and brooding prose that raises the tension from page one when creed muses on ditching his family,Pet Sematary
1516,0.0,True,i particularly enjoyed his version of judd,Pet Sematary
1518,4.0,True,"this is a horror story that to me, is one of mr",Pet Sematary
1519,0.0,True,from that point on one knows that no happy endings will be forthcoming,Pet Sematary
1520,4.0,True,"this on however, is definitely on the scarier side",Pet Sematary
1521,6.0,True,so well done,Pet Sematary
1522,6.0,True,wish i could give it more,Pet Sematary
1523,6.0,True,hall narrated a stephen king novel makes me so so happy!,Pet Sematary
1524,6.0,True,i give this story and narration 5 stars!,Pet Sematary
1525,0.0,True,the fact that michael c,Pet Sematary
1527,0.0,True,thank you stephen king,Pet Sematary
1528,6.0,True,excellent performance by michael c,Pet Sematary
1529,0.0,True,i have been waiting a long time for this audiobook,Pet Sematary
1530,0.0,True,hall,Pet Sematary
1532,0.0,True,"the audio book adds yet another dimension, as the author delivers his story with a strikingly beautiful reading, interspersed with names and phrases in his native afghan tongue",The Kite Runner
1533,6.0,True,perhaps the best novel i've read,The Kite Runner
1534,2.0,True,"an amazing debut novel that explores the depths of human loyalty and betrayal, sin and redemption",The Kite Runner
1535,3.0,True,the kite runner is a compelling and moving story,The Kite Runner
1537,6.0,True,"yet, i could not stop; i could not turn it off",The Kite Runner
1538,2.0,True,"set in the context of recent afghan history, it describes a relationship of two children contorted by social limitations and a frustrated father-son relationship thwarted in part by the same factors",The Kite Runner
1539,2.0,True,very disturbing and thoght-provoking on many levels,The Kite Runner
1541,3.0,True,"it is however, beyond all else, a tale of wounds and scars, both self-inflicted and not",The Kite Runner
1542,0.0,True,"though authors often do not make the best readers of their work, this author's presence adds to the texture of the prose",The Kite Runner
1543,3.0,True,"it might seem a difficult task to stay with a book whose protagonist is so weak, bullying and completely self-absorbed while at the same time thoroughly understandable",The Kite Runner
1544,0.0,True,the author has very good diction and it's great to hear the proper pronunciation of the afgan words,The Kite Runner
1545,6.0,True,"i highly recommend this book, especially in the audible version",The Kite Runner
1546,0.0,True,"normally when my book club buddy and i see, read my the author we shy away",The Kite Runner
1547,3.0,True,i felt that he was speaking from the heart,The Kite Runner
1549,6.0,True,this was very well done,The Kite Runner
1550,6.0,True,the book has justifiably gotten some outstanding press,The Kite Runner
1551,0.0,True,"all i can keep saying is ""for you a thousand times over""",The Kite Runner
1552,0.0,True,i resisted listening to the kite runner for a long time due to the fact i thought a setting based in afganastan just wasn't my cup of tea,The Kite Runner
1553,6.0,True,this is a great audiobook!!,The Kite Runner
1554,3.0,True,the plight of amir and hassan is a story i'll not soon forget,The Kite Runner
1555,6.0,True,there are audiobooks and there are great audiobooks,The Kite Runner
1556,6.0,True,the book is very well written and the pronuciation by the author made the book feel even more alive,The Kite Runner
1557,3.0,True,it was an emotional rollacoaster i loved and as the book ended i cried,The Kite Runner
1558,0.0,True,i could not have been more wrong,The Kite Runner
1559,0.0,True,"after hundereds of audiobooks, only nelson demille's ""the gold coast"" is in the same class",The Kite Runner
1561,0.0,True,the last two hours of the book feel a little like a denoument that takes too long to resolve itself but upon further reflection i don't think there is any other way to tell the tale while being true to the characters,The Kite Runner
1562,3.0,True,"amir's relationship with hassan is heartbreaking and satisfying, alternately confusing and then brought into crystal clear focus by a plot turn",The Kite Runner
1563,0.0,True,the author succeeds in putting the listener into the shoes of his characters,The Kite Runner
1564,0.0,True,"overall, after listening to this book you will feel as if you have a friend from that part of the world",The Kite Runner
1566,6.0,True,there is something inherently fascinating about listening to the words spoken again and again,The Kite Runner
1567,0.0,True,"the plotting has both predictable turns, and surprising ones where the author refuses to take the easy way out",The Kite Runner
1568,2.0,True,the brutality of the situation is afghanistan is painted bluntly but not without artistry,The Kite Runner
1569,2.0,True,"this book is worth a listen for the window it opens upon a life not lived by the majority of americans going about our lives with our ipods and books-on-tape: a hard life, a basic one, yet filled with humanity and wisdom",The Kite Runner
1570,0.0,True,listen to this book if you like stories about foreign places and customs and tales of sons and their fathers,The Kite Runner
1571,0.0,True,"we've learned the hard way that authors don't always make great narrators, but khaled hosseini is remarkably gifted in both roles",The Kite Runner
1572,0.0,True,i have listened to the the kite runner again and again to be transported to hosseini's afghanistan and can appreciate it all the more because of his authentic pronunciations,The Kite Runner
1575,6.0,True,this was one of the top ten audio books i've listened to,The Kite Runner
1576,6.0,True,"a compelling story, read by the author, that is not predictable and will have you listening to every word",The Kite Runner
1577,6.0,True,an absolute must-hear recording,The Kite Runner
1578,0.0,True,it gave me an extraordinary sense of what kabul was like before the soviet invasion and after the taliban took over,The Kite Runner
1579,5.0,True,"not new, not insightful",The Kite Runner
1580,0.0,True,"he speaks in an english that is clear even to my very provincial northern us ear, but with afghan pronunciations that add musicality to the story and draw the listener fully into the author's world",The Kite Runner
1581,6.0,True,well worth the reading,The Kite Runner
1583,6.0,True,the author of the kite runner is an excellent reader of this tale,The Kite Runner
1584,0.0,True,"but the second half takes off, as the narrator is thrust into a chance to redeem himself as a man, an afghan, a muslim",The Kite Runner
1585,0.0,True,"the first half of this story could have been about any whiny, privileged child trying to gain our empathy for having grown up in the shadow (you say ""shadow"", i say ""great example"") of a father of great character",The Kite Runner
1586,0.0,True,the skill of a reader is essential to my enjoyment of an audio book - a bad reader will make me abandon a good story,The Kite Runner
1587,2.0,True,the characters become much more intriguingly drawn and the world they traverse becomes palpable,The Kite Runner
1589,0.0,True,"the story, though.....the story is what i would recommend this book for",The Kite Runner
1590,0.0,True,"the descriptions of the ""old"" afghanistan made it come alive with the smells, sounds, tone, formality of life, family and what it means, and hierarchy of society",The Kite Runner
1591,2.0,True,"i really ""rooted for"" some of the characters yet there are moments you can hate them, with all their flaws",The Kite Runner
1592,6.0,True,"i never thought, from the descrption of this book, that i would fall in love with it",The Kite Runner
1593,0.0,True,"written like a memoir, but definitely a novel ending in present day",The Kite Runner
1594,0.0,True,now i feel like i understand a little bit more about isalm and the people who worship this religion,The Kite Runner
1595,6.0,True,the characters are so real and every page of the story is captivating,The Kite Runner
1596,0.0,True,"these, too, are easy to relate to",The Kite Runner
1597,0.0,True,i also have a deeper understanding of the middle eastern customs,The Kite Runner
1599,6.0,True,"i've listened to over 60 books in the past year and this is my favorite so far, by far",The Kite Runner
1600,0.0,True,the additional perspectives given only adds to the depth of the intricate story that king molds,It
1601,3.0,True,"you will learn so much about all of the characters, and it will help understand and empathize all of the characters for what drives their behavior",It
1602,4.0,True,"when it came to the voice of pennywise, he honestly made me feel fear (something i had not felt while watching stephen king's it, even as a child)",It
1603,6.0,True,"the book is beautiful, and the performance by steven weber is only worthy of praise",It
1604,0.0,True,"if you're like me who saw the tv movie before reading the book, you will be shocked by how different the book is",It
1605,0.0,True,the real beauty is in the character development that takes place in these time jumps,It
1606,0.0,True,"from the voice of a frantic new england mother to the little children he portrayed, you felt as if these were different people all together, not just one man doing voices",It
1607,0.0,True,"the first time i listened to the book, i was skeptical at the thought of the audiobook being better or even comparable to the movie (crazy right?)",It
1608,4.0,True,the performance will give you chills,It
1609,0.0,True,his rendition honestly reminded me of the sewer that it crawled out of,It
1610,0.0,True,wonderful book i've read many times but have never listened,It
1611,0.0,True,i'm only about 6 chapters in and have already found one missing section in chapter 5...whole story of ben seeing the mummy,It
1612,0.0,True,what the hell audible?!,It
1614,4.0,True,i regret that my early teenage daughter and i decided to read this together,It
1615,0.0,True,"almost all of the sexual statements and scenes are simply irrelevant and cringeworthy, particularly the scenes with barely pubescent children",It
1616,0.0,True,"this book is a wonderfully decorated, delectable wedding cake garnished with an innocent looking naked bride and grinning groom sporting an erection",It
1617,0.0,True,unfortunately it has a few dozen pages of unnecessary vulgarity sprinkled through it,It
1618,0.0,True,"i’m far from prude but, be forewarned",It
1619,6.0,True,awesome immersion otherwise,It
1620,4.0,True,this is a fascinating and magical horror story,It
1622,5.0,True,"the book is great, but audible should give a refund for it",It
1624,5.0,True,it is literally missing part of a chapter,It
1625,5.0,True,then in the second half of the book the editing is terrible,It
1626,6.0,True,you'll love it,It
1627,0.0,True,i plan on getting myself a hardcover version as well to get the experience of reading it as well,It
1628,0.0,True,it is right up there with them and possibly even better,It
1629,0.0,True,"i downloaded the high quality version and noticed no audio issues described in many other reviews.do it, download it, you'll love it......you'll float too",It
1630,0.0,True,i figured with audible's excellent return policy i might as well give it a try,It
1631,5.0,True,i thought he'd just do a sub-par job and i would lose interest in the story for sure,It
1632,6.0,True,his narration is enthusiastic and energetic,It
1633,6.0,True,king's salem's lot and the shining are two of my favorite books of all time,It
1634,0.0,True,"having never read the book, i had no idea what i was in for",It
1636,0.0,True,also listening on double speed it just felt like a 1-second cliffhanger,It
1637,0.0,True,this is fairly common for writers to do so i wasn't too concerned,It
1638,6.0,True,either way -- i highly recommend this,It
1640,0.0,True,on normal speed maybe people get a bit more anxious about it,It
1641,6.0,True,it was awesome!!!,It
1642,0.0,True,those reviewers i think were a bit confused because occasionally the last few words of a sentence will be continued in the next chapter..,It
1643,0.0,True,and i nearly didn't listen to it,It
1644,0.0,True,i read a few reviews saying the editing is off for this..,It
1645,0.0,True,"back in those days i finished every book, i started,  my wife still does",It
1646,0.0,True,"these days no big deal, but in the eighties, it was a risk on his part",It
1647,0.0,True,"boys and girls, if a book has not got you excited in the first three hours, don't waste your time",It
1648,0.0,True,"after that, i did not read any king for a long time.after reading misery, cell, the shining and carrie, and loving them, i decided it was time to conquer another long king book and, so i listened to it",It
1649,0.0,True,"off the top of my head, robin hobb, james michener and stephen king",It
1650,5.0,True,"you are not breaking any laws, by not finishing a book your not enjoying",It
1651,6.0,True,this is close to a masterpiece,It
1652,0.0,True,"she said, she was trying to decide between it and the stand",It
1653,0.0,True,"anyways, i was okay with the stand, but i did not love it, as many others have",It
1654,0.0,True,she thought for a long time and was pretty conflicted,It
1655,0.0,True,"the reason king chose to end a chapter, and seemingly begin the next chapter mid-sentence, is to show that the adult character is having a flashback to their childhood",It
1656,6.0,True,steven weber's narration of 'it' was fantastic,It
1657,0.0,True,the adults then recall events that happened during their childhood,It
1658,0.0,True,"once you realize what king is doing, the seemingly poor ceases to be an issue",It
1659,0.0,True,that narration coupled with the writing of stephen king made this one of the most enjoyable audibooks i've heard.just a note on the editing:this book is written following the adult versions of the characters in this novel,It
1661,0.0,True,i will always cherish this book since it was the first stephen king novel i ever picked up back when i was a teen,It
1662,0.0,True,i’m so glad that i did,It
1663,6.0,True,"sad to say, that particular line tim curry delivered so well was not in the book, but by the time i figure that out, i was hooked",It
1664,6.0,True,absolutely a fantastic story,It
1665,0.0,True,"now the new movie for it is coming out later this year, so i figured i would revisit the classic via audio and refresh my memory",It
1666,0.0,True,i’ve been a stephen king fan ever since,It
1667,4.0,True,king leaves no stone left unturned when it comes to the fears of children and what it’s like to face those fears as a kid and as an adult,It
1669,0.0,True,"if you haven’t read it and you feel the book is way too long for you to tackle, give the audio a listen",It
1670,4.0,True,"it provides over 40 hours of horror, love and fond memories of what it’s like to be a kid",It
1672,0.0,True,i enjoy this story so much that i have read the ebook for two summers in a row and the audiobook this summer,The Terror
1673,0.0,True,"based upon an actual expedition, the author has provided a well researched mesh to support the imagined account of how the ships, terror and erebus and all hands disappeared while trying to discover the northwest passage.the performance could not have been better and it definitely enhanced the somber ambience of the story",The Terror
1674,0.0,True,"dan simmons' writing style is smooth, descriptive and gives this tale the kind of ambience that carries the reader right into the world of these polar explorers",The Terror
1675,6.0,True,simmons' characters are very well created and each unique personality makes them seem real,The Terror
1676,4.0,True,i love the dark and stark polar setting where this story is played out,The Terror
1677,4.0,True,fascinating historical detail mixed with all kinds of horror,The Terror
1678,6.0,True,one of my all-time favorites expertly narrated by tom sellwood,The Terror
1679,0.0,True,dan simmons tells a gripping story of courage and perseverance amongst the crews of hms erebus and terror,The Terror
1680,0.0,True,i've been waiting for years for this in unabridged format,The Terror
